user_id,age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,screen_time_bin,age_group,screen_to_sleep_ratio,pre_sleep_phone_pct,notif_per_screen_hour,digital_load_hours,stress_fatigue_index,wellness_score,sleep_deficit_hours,is_heavy_user,phone_before_sleep_flag,short_sleeper,high_stress_flag,sedentary_flag,log_daily_screen_time_hours,log_phone_usage_before_sleep_minutes,log_notifications_received_per_day,log_physical_activity_minutes,screen_x_caffeine,presleep_x_stress,activity_x_sleep_quality,screen_time_sq,presleep_phone_sq,notifications_sq,gender_encoded,occ_Doctor,occ_Freelancer,occ_Manager,occ_Researcher,occ_Software Engineer,occ_Student,occ_Teacher
12570,21,Male,Freelancer,4.18,42,6.81,7.24,4.91,3,58,33,4.94,4-6h,≤25 ans,0.6138,10.28,7.89,4.88,4.925,3.297,1.19,0,1,0,0,0,1.6448,3.7612,3.5264,4.0775,12.54,206.22,419.92,17.4724,1764,1089,0.0,False,True,False,False,False,False,False
12571,56,Female,Teacher,8.19,84,8.57,4.84,10.0,3,49,273,8.59,> 8h,>55 ans,0.9557,16.34,33.33,9.59,9.295,-4.343,0.0,1,1,0,1,0,2.2181,4.4427,5.6131,3.912,24.57,840.0,237.16,67.0761,7056,74529,1.0,False,False,False,False,False,False,True
12572,25,Male,Student,5.02,21,8.68,7.28,7.07,4,63,270,6.99,4-6h,≤25 ans,0.5783,4.03,53.78,5.37,7.03,1.26,0.0,0,0,0,1,0,1.7951,3.091,5.6021,4.1589,20.08,148.47,458.64,25.2004,441,72900,0.0,False,False,False,False,False,True,False
12573,41,Male,Researcher,2.51,47,8.28,9.2,1.0,1,103,225,1.0,2-4h,36-45 ans,0.3031,9.46,89.64,3.293,1.0,9.917,0.0,0,1,0,0,0,1.2556,3.8712,5.4205,4.6444,2.51,47.0,947.6,6.3001,2209,50625,0.0,False,False,False,True,False,False,False
12574,45,Female,Software Engineer,5.91,102,6.82,5.11,8.5,3,95,125,7.66,4-6h,36-45 ans,0.8666,24.93,21.15,7.61,8.08,-1.807,1.18,0,1,0,1,0,1.933,4.6347,4.8363,4.5643,17.73,867.0,485.45,34.9281,10404,15625,1.0,False,False,False,False,True,False,False
12575,44,Male,Doctor,3.37,103,5.11,6.4,5.52,1,87,217,3.85,2-4h,36-45 ans,0.6595,33.59,64.39,5.087,4.685,2.33,2.89,0,1,1,0,0,1.4748,4.6444,5.3845,4.4773,3.37,568.56,556.8,11.3569,10609,47089,0.0,True,False,False,False,False,False,False
12576,18,Male,Doctor,9.52,47,6.14,3.26,10.0,3,19,38,10.0,> 8h,≤25 ans,1.5505,12.76,3.99,10.303,10.0,-6.423,1.86,1,1,0,1,1,2.3533,3.8712,3.6636,2.9957,28.56,470.0,61.94,90.6304,2209,1444,0.0,True,False,False,False,False,False,False
12577,51,Male,Researcher,6.2,111,6.41,4.88,10.0,1,7,156,8.8,6-8h,46-55 ans,0.9672,28.86,25.16,8.05,9.4,-5.003,1.59,1,1,0,1,1,1.9741,4.7185,5.0562,2.0794,6.2,1110.0,34.16,38.44,12321,24336,0.0,False,False,False,True,False,False,False
12578,34,Male,Software Engineer,9.85,56,8.88,2.91,10.0,3,38,43,9.36,> 8h,26-35 ans,1.1092,10.51,4.37,10.783,9.68,-6.457,0.0,1,1,0,1,0,2.3842,4.0431,3.7842,3.6636,29.55,560.0,110.58,97.0225,3136,1849,0.0,False,False,False,False,True,False,False
12579,54,Male,Designer,1.39,21,5.26,8.22,2.49,1,117,94,3.98,< 2h,46-55 ans,0.2643,6.65,67.63,1.74,3.235,7.68,2.74,0,0,1,0,0,0.8713,3.091,4.5539,4.7707,1.39,52.29,961.74,1.9321,441,8836,0.0,False,False,False,False,False,False,False
12580,55,Female,Software Engineer,1.1,26,6.17,8.33,2.28,0,66,177,2.14,< 2h,46-55 ans,0.1783,7.02,160.91,1.533,2.21,7.15,1.83,0,0,0,0,0,0.7419,3.2958,5.1818,4.2047,0.0,59.28,549.78,1.21,676,31329,1.0,False,False,False,False,True,False,False
12581,43,Female,Software Engineer,5.29,86,6.81,5.96,7.66,4,71,160,6.66,4-6h,36-45 ans,0.7768,21.05,30.25,6.723,7.16,-0.517,1.19,0,1,0,1,0,1.839,4.4659,5.0814,4.2767,21.16,658.76,423.16,27.9841,7396,25600,1.0,False,False,False,False,True,False,False
12582,41,Male,Student,8.76,62,5.96,5.42,10.0,0,97,150,9.67,> 8h,36-45 ans,1.4698,17.34,17.12,9.793,9.835,-2.963,2.04,1,1,1,1,0,2.2783,4.1431,5.0173,4.585,0.0,620.0,525.74,76.7376,3844,22500,0.0,False,False,False,False,False,True,False
12583,56,Male,Software Engineer,5.72,3,4.6,6.13,7.26,0,13,120,8.55,4-6h,>55 ans,1.2435,1.09,20.98,5.77,7.905,-0.913,3.4,0,0,1,1,1,1.9051,1.3863,4.7958,2.6391,0.0,21.78,79.69,32.7184,9,14400,0.0,False,False,False,False,True,False,False
12584,38,Male,Manager,8.89,89,8.45,5.72,9.6,1,83,142,9.9,> 8h,36-45 ans,1.0521,17.55,15.97,10.373,9.75,-2.497,0.0,1,1,0,1,0,2.2915,4.4998,4.9628,4.4308,8.89,854.4,474.76,79.0321,7921,20164,0.0,False,False,True,False,False,False,False
12585,47,Female,Freelancer,2.18,102,8.01,7.73,4.18,1,20,178,3.64,2-4h,46-55 ans,0.2722,21.22,81.65,3.88,3.91,3.883,0.0,0,1,0,0,1,1.1569,4.6347,5.1874,3.0445,2.18,426.36,154.6,4.7524,10404,31684,1.0,False,True,False,False,False,False,False
12586,30,Male,Manager,7.29,80,5.28,4.21,10.0,1,36,99,10.0,6-8h,26-35 ans,1.3807,25.25,13.58,8.623,10.0,-5.19,2.72,1,1,1,1,0,2.115,4.3944,4.6052,3.6109,7.29,800.0,151.56,53.1441,6400,9801,0.0,False,False,True,False,False,False,False
12587,54,Male,Teacher,6.94,2,6.24,7.69,6.75,1,66,289,5.27,6-8h,46-55 ans,1.1122,0.53,41.64,6.973,6.01,2.04,1.76,1,0,0,0,0,2.0719,1.0986,5.6699,4.2047,6.94,13.5,507.54,48.1636,4,83521,0.0,False,False,False,False,False,False,True
12588,20,Male,Teacher,5.9,80,7.68,5.52,7.43,4,72,35,7.53,4-6h,≤25 ans,0.7682,17.36,5.93,7.233,7.48,-0.71,0.32,0,1,0,1,0,1.9315,4.3944,3.5835,4.2905,23.6,594.4,397.44,34.81,6400,1225,0.0,False,False,False,False,False,False,True
12589,49,Male,Freelancer,4.65,106,8.87,5.71,7.56,4,25,104,5.51,4-6h,46-55 ans,0.5242,19.92,22.37,6.417,6.535,-1.433,0.0,0,1,0,1,1,1.7317,4.6728,4.654,3.2581,18.6,801.36,142.75,21.6225,11236,10816,0.0,False,True,False,False,False,False,False
12590,52,Female,Doctor,6.82,39,4.84,5.22,9.3,1,82,212,9.18,6-8h,46-55 ans,1.4091,13.43,31.09,7.47,9.24,-2.713,3.16,1,1,1,1,0,2.0567,3.6889,5.3613,4.4188,6.82,362.7,428.04,46.5124,1521,44944,1.0,True,False,False,False,False,False,False
12591,36,Male,Designer,5.95,82,7.19,6.15,7.67,4,114,178,6.99,4-6h,36-45 ans,0.8275,19.01,29.92,7.317,7.33,0.38,0.81,0,1,0,1,0,1.9387,4.4188,5.1874,4.7449,23.8,628.94,701.1,35.4025,6724,31684,0.0,False,False,False,False,False,False,False
12592,31,Male,Doctor,3.45,102,8.09,5.71,5.21,2,80,100,4.22,2-4h,26-35 ans,0.4265,21.01,28.99,5.15,4.715,1.833,0.0,0,1,0,0,0,1.4929,4.6347,4.6151,4.3944,6.9,531.42,456.8,11.9025,10404,10000,0.0,True,False,False,False,False,False,False
12593,39,Male,Student,1.94,81,4.13,6.76,5.87,3,31,246,6.2,< 2h,36-45 ans,0.4697,32.69,126.8,3.29,6.035,1.407,3.87,0,1,1,0,0,1.0784,4.4067,5.5094,3.4657,5.82,475.47,209.56,3.7636,6561,60516,0.0,False,False,False,False,False,True,False
12594,34,Female,Software Engineer,4.48,27,8.05,5.53,7.64,3,2,169,6.98,4-6h,26-35 ans,0.5565,5.59,37.72,4.93,7.31,-2.077,0.0,0,0,0,1,1,1.7011,3.3322,5.1358,1.0986,13.44,206.28,11.06,20.0704,729,28561,1.0,False,False,False,False,True,False,False
12595,21,Female,Freelancer,5.61,116,7.95,6.25,7.72,0,55,163,7.32,4-6h,≤25 ans,0.7057,24.32,29.06,7.543,7.52,-0.553,0.05,0,1,0,1,0,1.8886,4.7622,5.0999,4.0254,0.0,895.52,343.75,31.4721,13456,26569,1.0,False,True,False,False,False,False,False
12596,57,Male,Doctor,5.58,14,8.62,6.54,8.54,3,23,285,8.25,4-6h,>55 ans,0.6473,2.71,51.08,5.813,8.395,-1.617,0.0,0,0,0,1,1,1.884,2.7081,5.656,3.1781,16.74,119.56,150.42,31.1364,196,81225,0.0,True,False,False,False,False,False,False
12597,36,Male,Software Engineer,4.83,50,4.42,8.49,4.83,1,75,129,2.27,4-6h,36-45 ans,1.0928,18.85,26.71,5.663,3.55,4.91,3.58,0,1,1,0,0,1.763,3.9318,4.8675,4.3307,4.83,241.5,636.75,23.3289,2500,16641,0.0,False,False,False,False,True,False,False
12598,54,Female,Doctor,3.95,25,4.62,8.14,4.57,3,59,290,4.82,2-4h,46-55 ans,0.855,9.02,73.42,4.367,4.695,4.553,3.38,0,0,1,0,0,1.5994,3.2581,5.6733,4.0943,11.85,114.25,480.26,15.6025,625,84100,1.0,True,False,False,False,False,False,False
12599,19,Male,Software Engineer,4.15,34,6.59,8.24,5.01,3,15,129,4.43,4-6h,≤25 ans,0.6297,8.6,31.08,4.717,4.72,3.48,1.41,0,1,0,0,1,1.639,3.5553,4.8675,2.7726,12.45,170.34,123.6,17.2225,1156,16641,0.0,False,False,False,False,True,False,False
12600,32,Other,Doctor,3.39,79,8.36,8.01,5.4,4,76,138,3.97,2-4h,26-35 ans,0.4055,15.75,40.71,4.707,4.685,3.877,0.0,0,1,0,0,0,1.4793,4.382,4.9345,4.3438,13.56,426.6,608.76,11.4921,6241,19044,,True,False,False,False,False,False,False
12601,19,Male,Manager,6.22,14,8.37,6.82,6.33,2,24,112,5.9,6-8h,≤25 ans,0.7431,2.79,18.01,6.453,6.115,0.89,0.0,1,0,0,0,1,1.9769,2.7081,4.7274,3.2189,12.44,88.62,163.68,38.6884,196,12544,0.0,False,False,True,False,False,False,False
12602,28,Male,Manager,8.65,4,7.5,6.08,10.0,4,93,188,9.68,> 8h,26-35 ans,1.1533,0.89,21.73,8.717,9.84,-2.37,0.5,1,0,0,1,0,2.267,1.6094,5.2417,4.5433,34.6,40.0,565.44,74.8225,16,35344,0.0,False,False,True,False,False,False,False
12603,40,Female,Researcher,8.92,45,6.24,5.89,10.0,1,63,151,10.0,> 8h,36-45 ans,1.4295,12.02,16.93,9.67,10.0,-3.06,1.76,1,1,0,1,0,2.2946,3.8286,5.0239,4.1589,8.92,450.0,371.07,79.5664,2025,22801,1.0,False,False,False,True,False,False,False
12604,27,Female,Manager,9.92,23,5.16,5.18,10.0,4,38,115,9.83,> 8h,26-35 ans,1.9225,7.43,11.59,10.303,9.915,-4.187,2.84,1,0,1,1,0,2.3906,3.1781,4.7536,3.6636,39.68,230.0,196.84,98.4064,529,13225,1.0,False,False,True,False,False,False,False
12605,20,Other,Freelancer,1.8,1,6.37,8.37,2.05,1,76,170,3.4,< 2h,≤25 ans,0.2826,0.26,94.44,1.817,2.725,7.587,1.63,0,0,0,0,0,1.0296,0.6931,5.1417,4.3438,1.8,2.05,636.12,3.24,1,28900,,False,True,False,False,False,False,False
12606,22,Female,Teacher,2.93,58,5.09,7.0,7.08,2,95,214,9.15,2-4h,≤25 ans,0.5756,18.99,73.04,3.897,8.115,1.503,2.91,0,1,1,1,0,1.3686,4.0775,5.3706,4.5643,5.86,410.64,665.0,8.5849,3364,45796,1.0,False,False,False,False,False,False,True
12607,20,Male,Freelancer,7.57,35,7.87,5.81,7.76,0,47,92,7.19,6-8h,≤25 ans,0.9619,7.41,12.15,8.153,7.475,-1.167,0.13,1,1,0,1,0,2.1483,3.5835,4.5326,3.8712,0.0,271.6,273.07,57.3049,1225,8464,0.0,False,True,False,False,False,False,False
12608,55,Female,Freelancer,6.81,115,6.11,3.5,10.0,0,67,291,10.0,6-8h,46-55 ans,1.1146,31.37,42.73,8.727,10.0,-5.383,1.89,1,1,0,1,0,2.0554,4.7536,5.6768,4.2195,0.0,1150.0,234.5,46.3761,13225,84681,1.0,False,True,False,False,False,False,False
12609,30,Female,Student,2.2,44,6.7,7.74,2.53,2,47,137,2.09,2-4h,26-35 ans,0.3284,10.95,62.27,2.933,2.31,5.993,1.3,0,1,0,0,0,1.1632,3.8067,4.9273,3.8712,4.4,111.32,363.78,4.84,1936,18769,1.0,False,False,False,False,False,True,False
12610,59,Female,Doctor,6.68,111,7.4,4.41,9.5,3,115,297,10.0,6-8h,>55 ans,0.9027,25.0,44.46,8.53,9.75,-3.173,0.6,1,1,0,1,0,2.0386,4.7185,5.6971,4.7536,20.04,1054.5,507.15,44.6224,12321,88209,1.0,True,False,False,False,False,False,False
12611,36,Male,Teacher,4.66,94,6.63,4.83,8.48,2,101,240,7.34,4-6h,36-45 ans,0.7029,23.63,51.5,6.227,7.91,-1.967,1.37,0,1,0,1,0,1.7334,4.5539,5.4848,4.625,9.32,797.12,487.83,21.7156,8836,57600,0.0,False,False,False,False,False,False,True
12612,57,Male,Freelancer,9.61,93,7.78,3.94,10.0,1,4,225,9.26,> 8h,>55 ans,1.2352,19.92,23.41,11.16,9.63,-5.993,0.22,1,1,0,1,1,2.3618,4.5433,5.4205,1.6094,9.61,930.0,15.76,92.3521,8649,50625,0.0,False,True,False,False,False,False,False
12613,52,Male,Freelancer,8.7,75,7.93,5.28,10.0,4,90,188,9.74,> 8h,46-55 ans,1.0971,15.76,21.61,9.95,9.87,-3.22,0.07,1,1,0,1,0,2.2721,4.3307,5.2417,4.5109,34.8,750.0,475.2,75.69,5625,35344,0.0,False,True,False,False,False,False,False
12614,41,Female,Designer,1.66,36,5.21,8.98,4.03,2,116,241,3.42,< 2h,36-45 ans,0.3186,11.52,145.18,2.26,3.725,6.883,2.79,0,1,1,0,0,0.9783,3.6109,5.4889,4.7622,3.32,145.08,1041.68,2.7556,1296,58081,1.0,False,False,False,False,False,False,False
12615,41,Male,Doctor,1.81,117,5.49,5.2,6.2,4,73,71,6.68,< 2h,36-45 ans,0.3297,35.52,39.23,3.76,6.44,0.217,2.51,0,1,1,0,0,1.0332,4.7707,4.2767,4.3041,7.24,725.4,379.6,3.2761,13689,5041,0.0,True,False,False,False,False,False,False
12616,34,Male,Software Engineer,4.75,56,4.3,5.86,6.6,1,60,40,7.16,4-6h,26-35 ans,1.1047,21.71,8.42,5.683,6.88,0.26,3.7,0,1,1,0,0,1.7492,4.0431,3.7136,4.1109,4.75,369.6,351.6,22.5625,3136,1600,0.0,False,False,False,False,True,False,False
12617,57,Female,Student,1.09,84,4.45,9.04,1.18,3,51,217,1.35,< 2h,>55 ans,0.2449,31.46,199.08,2.49,1.265,8.71,3.55,0,1,1,0,0,0.7372,4.4427,5.3845,3.9512,3.27,99.12,461.04,1.1881,7056,47089,1.0,False,False,False,False,False,True,False
12618,27,Male,Teacher,1.85,11,8.15,9.5,2.35,1,83,35,3.16,< 2h,26-35 ans,0.227,2.25,18.92,2.033,2.755,8.533,0.0,0,0,0,0,0,1.0473,2.4849,3.5835,4.4308,1.85,25.85,788.5,3.4225,121,1225,0.0,False,False,False,False,False,False,True
12619,19,Female,Teacher,9.39,103,5.07,4.52,10.0,4,118,284,9.32,> 8h,≤25 ans,1.8521,33.86,30.24,11.107,9.66,-3.513,2.93,1,1,1,1,0,2.3408,4.6444,5.6525,4.7791,37.56,1030.0,533.36,88.1721,10609,80656,1.0,False,False,False,False,False,False,True
12620,40,Female,Student,8.13,100,8.17,3.68,10.0,4,103,264,9.11,> 8h,36-45 ans,0.9951,20.4,32.47,9.797,9.555,-4.603,0.0,1,1,0,1,0,2.2116,4.6151,5.5797,4.6444,32.52,1000.0,379.04,66.0969,10000,69696,1.0,False,False,False,False,False,True,False
12621,23,Male,Researcher,7.05,34,8.93,5.81,9.19,2,103,177,10.0,6-8h,≤25 ans,0.7895,6.35,25.11,7.617,9.595,-1.663,0.0,1,1,0,1,0,2.0857,3.5553,5.1818,4.6444,14.1,312.46,598.43,49.7025,1156,31329,0.0,False,False,False,True,False,False,False
12622,19,Male,Doctor,8.47,21,5.21,6.99,8.93,4,54,220,8.9,> 8h,≤25 ans,1.6257,6.72,25.97,8.82,8.915,-1.04,2.79,1,0,1,1,0,2.2481,3.091,5.3982,4.0073,33.88,187.53,377.46,71.7409,441,48400,0.0,True,False,False,False,False,False,False
12623,38,Female,Software Engineer,3.25,108,6.3,5.62,6.4,3,3,172,7.29,2-4h,36-45 ans,0.5159,28.57,52.92,5.05,6.845,-0.73,1.7,0,1,0,0,1,1.4469,4.6913,5.1533,1.3863,9.75,691.2,16.86,10.5625,11664,29584,1.0,False,False,False,False,True,False,False
12624,52,Female,Designer,7.53,99,6.69,4.48,10.0,1,73,32,10.0,6-8h,46-55 ans,1.1256,24.66,4.25,9.18,10.0,-4.303,1.31,1,1,0,1,0,2.1436,4.6052,3.4965,4.3041,7.53,990.0,327.04,56.7009,9801,1024,1.0,False,False,False,False,False,False,False
12625,46,Female,Doctor,6.54,116,8.71,5.0,10.0,4,64,157,9.78,6-8h,46-55 ans,0.7509,22.2,24.01,8.473,9.89,-3.933,0.0,1,1,0,1,0,2.0202,4.7622,5.0626,4.1744,26.16,1160.0,320.0,42.7716,13456,24649,1.0,True,False,False,False,False,False,False
12626,24,Male,Student,8.64,71,4.89,4.16,10.0,2,66,266,9.09,> 8h,≤25 ans,1.7669,24.2,30.79,9.823,9.545,-4.74,3.11,1,1,1,1,0,2.2659,4.2767,5.5872,4.2047,17.28,710.0,274.56,74.6496,5041,70756,0.0,False,False,False,False,False,True,False
12627,46,Male,Researcher,3.54,90,8.18,6.39,7.18,3,84,129,6.25,2-4h,46-55 ans,0.4328,18.34,36.44,5.04,6.715,0.61,0.0,0,1,0,1,0,1.5129,4.5109,4.8675,4.4427,10.62,646.2,536.76,12.5316,8100,16641,0.0,False,False,False,True,False,False,False
12628,54,Female,Doctor,7.87,26,8.79,8.27,4.98,0,39,94,5.42,6-8h,46-55 ans,0.8953,4.93,11.94,8.303,5.2,3.94,0.0,1,0,0,0,0,2.1827,3.2958,4.5539,3.6889,0.0,129.48,322.53,61.9369,676,8836,1.0,True,False,False,False,False,False,False
12629,40,Male,Freelancer,8.67,99,6.77,4.25,10.0,1,10,126,7.87,> 8h,36-45 ans,1.2806,24.37,14.53,10.32,8.935,-5.583,1.23,1,1,0,1,1,2.269,4.6052,4.8442,2.3979,8.67,990.0,42.5,75.1689,9801,15876,0.0,False,True,False,False,False,False,False
12630,50,Female,Doctor,5.94,6,4.76,7.53,5.16,3,97,61,5.25,4-6h,46-55 ans,1.2479,2.1,10.27,6.04,5.205,3.987,3.24,0,0,1,0,0,1.9373,1.9459,4.1271,4.585,17.82,30.96,730.41,35.2836,36,3721,1.0,True,False,False,False,False,False,False
12631,25,Female,Researcher,4.72,2,5.67,9.14,3.46,1,100,223,4.23,4-6h,≤25 ans,0.8325,0.59,47.25,4.753,3.845,7.347,2.33,0,0,1,0,0,1.744,1.0986,5.4116,4.6151,4.72,6.92,914.0,22.2784,4,49729,1.0,False,False,False,True,False,False,False
12632,29,Female,Student,9.54,3,8.8,4.31,10.0,0,88,234,10.0,> 8h,26-35 ans,1.0841,0.57,24.53,9.59,10.0,-4.223,0.0,1,0,0,1,0,2.3552,1.3863,5.4596,4.4886,0.0,30.0,379.28,91.0116,9,54756,1.0,False,False,False,False,False,True,False
12633,27,Female,Researcher,2.52,87,4.84,6.72,7.32,1,69,146,8.99,2-4h,26-35 ans,0.5207,29.96,57.94,3.97,8.155,0.55,3.16,0,1,1,1,0,1.2585,4.4773,4.9904,4.2485,2.52,636.84,463.68,6.3504,7569,21316,1.0,False,False,False,True,False,False,False
12634,32,Male,Researcher,1.33,7,6.44,7.7,4.32,0,19,44,5.47,< 2h,26-35 ans,0.2065,1.81,33.08,1.447,4.895,3.697,1.56,0,0,0,0,1,0.8459,2.0794,3.8067,2.9957,0.0,30.24,146.3,1.7689,49,1936,0.0,False,False,False,True,False,False,False
12635,41,Male,Student,2.61,44,4.95,7.47,4.7,0,19,34,4.76,2-4h,36-45 ans,0.5273,14.81,13.03,3.343,4.73,3.087,3.05,0,1,1,0,1,1.2837,3.8067,3.5553,2.9957,0.0,206.8,141.93,6.8121,1936,1156,0.0,False,False,False,False,False,True,False
12636,43,Female,Researcher,7.15,76,8.52,5.12,8.88,4,101,248,8.35,6-8h,36-45 ans,0.8392,14.87,34.69,8.417,8.615,-2.077,0.0,1,1,0,1,0,2.098,4.3438,5.5175,4.625,28.6,674.88,517.12,51.1225,5776,61504,1.0,False,False,False,True,False,False,False
12637,59,Male,Designer,8.1,72,6.95,4.84,10.0,3,39,241,10.0,> 8h,>55 ans,1.1655,17.27,29.75,9.3,10.0,-4.51,1.05,1,1,0,1,0,2.2083,4.2905,5.4889,3.6889,24.3,720.0,188.76,65.61,5184,58081,0.0,False,False,False,False,False,False,False
12638,56,Female,Student,7.45,19,8.62,6.23,7.78,0,111,275,7.11,6-8h,>55 ans,0.8643,3.67,36.91,7.767,7.445,0.3,0.0,1,0,0,1,0,2.1342,2.9957,5.6204,4.7185,0.0,147.82,691.53,55.5025,361,75625,1.0,False,False,False,False,False,True,False
12639,20,Other,Student,4.78,83,8.73,6.13,8.69,4,33,38,7.75,4-6h,≤25 ans,0.5475,15.85,7.95,6.163,8.22,-2.01,0.0,0,1,0,1,0,1.7544,4.4308,3.6636,3.5264,19.12,721.27,202.29,22.8484,6889,1444,,False,False,False,False,False,True,False
12640,19,Female,Student,9.71,4,6.44,5.57,9.44,3,6,80,9.9,> 8h,≤25 ans,1.5078,1.04,8.24,9.777,9.67,-3.77,1.56,1,0,0,1,1,2.3712,1.6094,4.3944,1.9459,29.13,37.76,33.42,94.2841,16,6400,1.0,False,False,False,False,False,True,False
12641,23,Female,Freelancer,5.0,45,8.69,7.15,6.44,0,46,29,7.62,4-6h,≤25 ans,0.5754,8.63,5.8,5.75,7.03,1.477,0.0,0,1,0,0,0,1.7918,3.8286,3.4012,3.8501,0.0,289.8,328.9,25.0,2025,841,1.0,False,True,False,False,False,False,False
12642,38,Female,Freelancer,9.83,68,4.05,3.1,10.0,4,47,283,8.53,> 8h,36-45 ans,2.4272,27.98,28.79,10.963,9.265,-6.117,3.95,1,1,1,1,0,2.3823,4.2341,5.649,3.8712,39.32,680.0,145.7,96.6289,4624,80089,1.0,False,True,False,False,False,False,False
12643,26,Male,Freelancer,9.26,34,4.96,5.51,10.0,2,28,254,8.85,> 8h,26-35 ans,1.8669,11.42,27.43,9.827,9.425,-4.023,3.04,1,1,1,1,1,2.3283,3.5553,5.5413,3.3673,18.52,340.0,154.28,85.7476,1156,64516,0.0,False,True,False,False,False,False,False
12644,27,Male,Teacher,4.66,64,7.67,7.84,5.01,2,46,269,4.39,4-6h,26-35 ans,0.6076,13.91,57.73,5.727,4.7,3.597,0.33,0,1,0,0,0,1.7334,4.1744,5.5984,3.8501,9.32,320.64,360.64,21.7156,4096,72361,0.0,False,False,False,False,False,False,True
12645,53,Male,Student,2.45,105,6.63,8.36,4.75,1,1,255,4.67,2-4h,46-55 ans,0.3695,26.4,104.08,4.2,4.71,3.627,1.37,0,1,0,0,1,1.2384,4.6634,5.5452,0.6931,2.45,498.75,8.36,6.0025,11025,65025,0.0,False,False,False,False,False,True,False
12646,20,Male,Student,1.81,14,8.95,9.03,2.69,2,3,118,1.33,< 2h,≤25 ans,0.2022,2.61,65.19,2.043,2.01,6.39,0.0,0,0,0,0,1,1.0332,2.7081,4.7791,1.3863,3.62,37.66,27.09,3.2761,196,13924,0.0,False,False,False,False,False,True,False
12647,58,Male,Student,5.78,16,7.92,7.82,5.44,4,80,264,4.02,4-6h,>55 ans,0.7298,3.37,45.67,6.047,4.73,3.713,0.08,0,0,0,0,0,1.914,2.8332,5.5797,4.3944,23.12,87.04,625.6,33.4084,256,69696,0.0,False,False,False,False,False,True,False
12648,41,Female,Designer,7.87,75,7.32,6.34,8.57,2,54,245,7.43,6-8h,36-45 ans,1.0751,17.08,31.13,9.12,8.0,-1.33,0.68,1,1,0,1,0,2.1827,4.3307,5.5053,4.0073,15.74,642.75,342.36,61.9369,5625,60025,1.0,False,False,False,False,False,False,False
12649,39,Female,Freelancer,2.58,45,8.56,8.71,2.57,3,20,147,2.59,2-4h,36-45 ans,0.3014,8.76,56.98,3.33,2.58,6.473,0.0,0,1,0,0,1,1.2754,3.8286,4.9972,3.0445,7.74,115.65,174.2,6.6564,2025,21609,1.0,False,True,False,False,False,False,False
12650,31,Female,Doctor,3.86,118,5.69,5.72,7.24,4,66,281,7.7,2-4h,26-35 ans,0.6784,34.56,72.8,5.827,7.47,-0.42,2.31,0,1,1,1,0,1.581,4.7791,5.6419,4.2047,15.44,854.32,377.52,14.8996,13924,78961,1.0,True,False,False,False,False,False,False
12651,59,Male,Freelancer,6.67,99,4.84,5.64,6.77,1,40,251,8.12,6-8h,>55 ans,1.3781,34.09,37.63,8.32,7.445,-0.463,3.16,1,1,1,0,0,2.0373,4.6052,5.5294,3.7136,6.67,670.23,225.6,44.4889,9801,63001,0.0,False,True,False,False,False,False,False
12652,44,Male,Student,5.15,60,6.74,6.73,5.89,4,49,259,5.99,4-6h,36-45 ans,0.7641,14.84,50.29,6.15,5.94,1.657,1.26,0,1,0,0,0,1.8165,4.1109,5.5607,3.912,20.6,353.4,329.77,26.5225,3600,67081,0.0,False,False,False,False,False,True,False
12653,50,Female,Student,6.43,42,5.19,7.35,6.68,4,25,74,6.12,6-8h,46-55 ans,1.2389,13.49,11.51,7.13,6.4,1.087,2.81,1,1,1,0,1,2.0055,3.7612,4.3175,3.2581,25.72,280.56,183.75,41.3449,1764,5476,1.0,False,False,False,False,False,True,False
12654,39,Female,Researcher,7.09,78,5.16,5.6,7.48,4,106,61,7.49,6-8h,36-45 ans,1.374,25.19,8.6,8.39,7.485,-0.113,2.84,1,1,1,1,0,2.0906,4.3694,4.1271,4.6728,28.36,583.44,593.6,50.2681,6084,3721,1.0,False,False,False,True,False,False,False
12655,46,Female,Designer,4.43,77,5.53,6.61,6.23,2,20,141,6.96,4-6h,46-55 ans,0.8011,23.21,31.83,5.713,6.595,0.713,2.47,0,1,1,0,1,1.6919,4.3567,4.9558,3.0445,8.86,479.71,132.2,19.6249,5929,19881,1.0,False,False,False,False,False,False,False
12656,36,Female,Doctor,8.07,90,7.38,5.47,9.52,4,19,297,10.0,> 8h,36-45 ans,1.0935,20.33,36.8,9.57,9.76,-3.733,0.62,1,1,0,1,1,2.205,4.5109,5.6971,2.9957,32.28,856.8,103.93,65.1249,8100,88209,1.0,True,False,False,False,False,False,False
12657,36,Female,Designer,7.33,113,4.12,5.05,10.0,1,51,277,9.36,6-8h,36-45 ans,1.7791,45.71,37.79,9.213,9.68,-4.1,3.88,1,1,1,1,0,2.1199,4.7362,5.6276,3.9512,7.33,1130.0,257.55,53.7289,12769,76729,1.0,False,False,False,False,False,False,False
12658,23,Female,Researcher,7.19,21,8.25,7.72,7.89,1,46,234,7.74,6-8h,≤25 ans,0.8715,4.24,32.55,7.54,7.815,0.597,0.0,1,0,0,1,0,2.1029,3.091,5.4596,3.8501,7.19,165.69,355.12,51.6961,441,54756,1.0,False,False,False,True,False,False,False
